50 1225
3 39 39
3 40 57
3 41 52
3 42 37
3 43 51
3 44 101
3 45 17
3 46 60
3 47 1
3 48 82
3 49 39
4 5 17
4 6 16
4 7 5
4 8 49
4 9 67
4 10 22
4 11 37
4 12 79
4 13 36
4 14 33
4 15 77
4 16 18
4 17 27
4 18 18
4 19 8
4 20 100
4 21 50
4 22 22
4 23 14
4 24 81
4 25 36
4 26 59
4 27 44
4 28 26
4 29 18
4 30 39
4 31 60
4 32 9
4 33 18
4 34 41
4 35 67
4 36 10
4 37 95
4 38 9
4 39 15
4 40 67
4 41 1
4 42 30
4 43 85
4 44 59
4 45 47
4 46 55
4 47 18
4 48 62
4 49 41
5 6 50
5 7 13
5 8 94
5 9 56
5 10 100
5 11 8
5 12 25
5 13 75
5 14 80
5 15 78
5 16 97
5 17 3
5 18 32
5 19 10
5 20 32
5 21 21
5 22 61
5 23 32
5 24 55
5 25 99
5 26 90
5 27 54
5 28 35
5 29 4
5 30 72
5 31 32
5 32 34
5 33 69
5 34 50
5 35 52
5 36 86
5 37 21
5 38 16
5 39 61
5 40 26
5 41 72
5 42 55
5 43 13
5 44 94
5 45 51
5 46 76
5 47 59
5 48 100
5 49 31
6 7 78
6 8 92
6 9 79
6 10 24
6 11 55
6 12 18
6 13 91
6 14 98
6 15 69
6 16 78
6 17 95
6 18 100
6 19 75
6 20 25
6 21 55
6 22 61
6 23 48
6 24 30
6 25 25
6 26 93
6 27 81
6 28 86
6 29 46
6 30 80
6 31 8
6 32 33
6 33 70
6 34 58
6 35 42
6 36 91
6 37 53
6 38 35
6 39 25
6 40 58
6 41 7
6 42 92
6 43 60
6 44 72
6 45 67
6 46 94
6 47 64
6 48 52
6 49 98
7 8 35
7 9 91
7 10 22
7 11 38
7 12 65
7 13 88
7 14 47
7 15 98
7 16 60
7 17 67
7 18 60
7 19 2
7 20 89
7 21 22
7 22 79
7 23 58
7 24 29
7 25 52
7 26 52
7 27 54
7 28 50
7 29 46
7 30 37
7 31 62
7 32 6
7 33 97
7 34 74
7 35 81
7 36 91
7 37 15
7 38 97
7 39 69
7 40 34
7 41 81
7 42 66
7 43 75
7 44 12
7 45 71
7 46 16
7 47 2
7 48 51
7 49 43
8 9 92
8 10 92
8 11 17
8 12 67
8 13 83
8 14 35
8 15 45
8 16 58
8 17 71
8 18 23
8 19 57
8 20 98
8 21 50
8 22 84
8 23 12
8 24 92
8 25 28
8 26 43
8 27 24
8 28 46
8 29 31
8 30 33
8 31 68
8 32 83
8 33 18
8 34 48
8 35 21
8 36 85
8 37 7
8 38 58
8 39 77
8 40 73
8 41 25
8 42 42
8 43 66
8 44 42
8 45 17
8 46 15
8 47 39
8 48 73
8 49 90
9 10 22
9 11 37
9 12 73
9 13 61
9 14 52
9 15 54
9 16 35
9 17 24
9 18 39
9 19 49
9 20 29
9 21 15
9 22 100
9 23 59
9 24 83
9 25 53
9 26 74
9 27 34
9 28 98
9 29 49
9 30 89
9 31 23
9 32 72
9 33 29
9 34 31
9 35 93
9 36 15
9 37 5
9 38 76
9 39 73
9 40 9
9 41 53
9 42 21
9 43 16
9 44 46
9 45 10
9 46 15
9 47 67
9 48 100
9 49 32
10 11 7
10 12 86
10 13 25
10 14 83
10 15 12
10 16 38
10 17 73
10 18 36
10 19 100
10 20 4
10 21 43
10 22 77
10 23 74
10 24 83
10 25 54
10 26 28
10 27 89
10 28 31
10 29 65
10 30 16
10 31 53
10 32 80
10 33 1
10 34 38
10 35 17
10 36 83
10 37 82
10 38 81
10 39 52
10 40 99
10 41 49
10 42 16
10 43 75
10 44 16
10 45 13
10 46 26
10 47 64
10 48 54
10 49 55
11 12 18
11 13 91
11 14 25
11 15 26
11 16 62
11 17 42
11 18 96
11 19 35
11 20 78
11 21 91
11 22 37
11 23 85
11 24 28
11 25 78
11 26 39
11 27 22
11 28 16
11 29 56
11 30 58
11 31 39
11 32 58
11 33 60
11 34 48
11 35 91
11 36 47
11 37 82
11 38 86
11 39 38
11 40 11
11 41 6
11 42 71
11 43 48
11 44 73
11 45 95
11 46 47
11 47 39
11 48 84
11 49 34
12 13 68
12 14 66
12 15 89
12 16 86
12 17 64
12 18 16
12 19 70
12 20 37
12 21 96
12 22 10
12 23 101
12 24 80
12 25 99
12 26 67
12 27 7
12 28 95
12 29 41
12 30 78
12 31 76
12 32 15
12 33 100
12 34 25
12 35 84
12 36 19
12 37 83
12 38 7
12 39 14
12 40 2
12 41 8
12 42 51
12 43 69
12 44 63
12 45 48
12 46 54
12 47 42
12 48 86
12 49 33
13 14 83
13 15 91
13 16 4
13 17 59
13 18 15
13 19 23
13 20 74
13 21 90
13 22 12
13 23 45
13 24 89
13 25 22
13 26 16
13 27 67
13 28 91
13 29 5
13 30 61
13 31 44
13 32 5
13 33 92
13 34 1
13 35 22
13 36 100
13 37 18
13 38 33
13 39 87
13 40 19
13 41 50
13 42 78
13 43 81
13 44 48
13 45 75
13 46 24
13 47 69
13 48 98
13 49 75
14 15 31
14 16 32
14 17 74
14 18 22
14 19 5
14 20 80
14 21 9
14 22 1
14 23 91
14 24 33
14 25 2
14 26 1
14 27 19
14 28 79
14 29 56
14 30 19
14 31 45
14 32 26
14 33 100
14 34 49
14 35 75
14 36 43
14 37 101
14 38 58
14 39 46
14 40 101
14 41 29
14 42 37
14 43 60
14 44 85
14 45 20
14 46 75
14 47 55
14 48 58
14 49 27
15 16 22
15 17 88
15 18 84
15 19 100
15 20 80
15 21 6
15 22 14
15 23 94
15 24 5
15 25 21
15 26 77
15 27 22
15 28 66
15 29 7
15 30 88
15 31 4
15 32 34
15 33 55
15 34 20
15 35 92
15 36 18
15 37 37
15 38 55
15 39 42
15 40 98
15 41 20
15 42 54
15 43 29
15 44 96
15 45 83
15 46 11
15 47 5
15 48 59
15 49 19
16 17 17
16 18 85
16 19 90
16 20 33
16 21 94
16 22 3
16 23 1
16 24 40
16 25 40
16 26 26
16 27 91
16 28 95
16 29 80
16 30 101
16 31 30
16 32 31
16 33 37
16 34 16
16 35 88
16 36 99
16 37 93
16 38 74
16 39 57
16 40 74
16 41 13
16 42 21
16 43 37
16 44 7
16 45 28
16 46 25
16 47 41
16 48 56
16 49 24
17 18 20
17 19 64
17 20 52
17 21 81
17 22 35
17 23 54
17 24 39
17 25 24
17 26 71
17 27 48
17 28 25
17 29 49
17 30 8
17 31 46
17 32 58
17 33 4
17 34 78
17 35 54
17 36 90
17 37 83
17 38 100
17 39 100
17 40 45
17 41 75
17 42 58
17 43 1
17 44 71
17 45 4
17 46 66
17 47 32
17 48 38
17 49 2
18 19 77
18 20 56
18 21 98
18 22 81
18 23 7
18 24 94
18 25 11
18 26 79
18 27 1
18 28 44
18 29 38
18 30 96
18 31 38
18 32 77
18 33 69
18 34 72
18 35 70
18 36 7
18 37 82
18 38 71
18 39 79
18 40 30
18 41 35
18 42 6
18 43 12
18 44 26
18 45 60
18 46 46
18 47 98
18 48 46
18 49 46
19 20 51
19 21 85
19 22 59
19 23 27
19 24 50
19 25 55
19 26 2
19 27 28
19 28 21
19 29 39
19 30 69
19 31 98
19 32 33
19 33 62
19 34 90
19 35 97
19 36 92
19 37 12
19 38 15
19 39 35
19 40 16
19 41 47
19 42 89
19 43 38
19 44 36
19 45 94
19 46 39
19 47 74
19 48 44
19 49 81
20 21 44
20 22 73
20 23 12
20 24 30
20 25 79
20 26 25
20 27 84
20 28 60
20 29 10
20 30 10
20 31 85
20 32 68
20 33 97
20 34 34
20 35 101
20 36 72
20 37 18
20 38 35
20 39 63
20 40 54
20 41 45
20 42 44
20 43 58
20 44 77
20 45 89
20 46 25
20 47 76
20 48 19
20 49 14
21 22 83
21 23 16
21 24 65
21 25 44
21 26 46
21 27 85
21 28 96
21 29 61
21 30 80
21 31 43
21 32 49
21 33 63
21 34 19
21 35 23
21 36 86
21 37 28
21 38 12
21 39 49
21 40 24
21 41 78
21 42 37
21 43 63
21 44 4
21 45 86
21 46 26
21 47 87
21 48 50
21 49 85
22 23 2
22 24 10
22 25 4
22 26 82
22 27 36
22 28 62
22 29 27
22 30 53
22 31 6
22 32 1
22 33 22
22 34 91
22 35 79
22 36 88
22 37 62
22 38 7
22 39 85
22 40 86
22 41 71
22 42 97
22 43 67
22 44 89
22 45 95
22 46 2
22 47 5
22 48 61
22 49 65
23 24 24
23 25 93
23 26 96
23 27 13
23 28 9
23 29 63
23 30 59
23 31 27
23 32 49
23 33 96
23 34 1
23 35 51
23 36 62
23 37 43
23 38 77
23 39 70
23 40 26
23 41 43
23 42 41
23 43 84
23 44 46
23 45 11
23 46 25
23 47 15
23 48 81
23 49 69
24 25 76
24 26 43
24 27 71
24 28 26
24 29 53
24 30 101
24 31 14
24 32 71
24 33 78
24 34 91
24 35 7
24 36 40
24 37 50
24 38 7
24 39 75
24 40 31
24 41 8
24 42 76
24 43 21
24 44 64
24 45 54
24 46 47
24 47 97
24 48 2
24 49 1
25 26 40
25 27 20
25 28 68
25 29 50
25 30 84
25 31 36
25 32 45
25 33 70
25 34 16
25 35 98
25 36 60
25 37 98
25 38 49
25 39 90
25 40 96
25 41 101
25 42 24
25 43 8
25 44 12
25 45 73
25 46 99
25 47 60
25 48 6
25 49 40
26 27 90
26 28 6
26 29 17
26 30 70
26 31 13
26 32 3
26 33 55
26 34 52
26 35 89
26 36 57
26 37 78
26 38 69
26 39 84
26 40 7
26 41 7
26 42 75
26 43 61
26 44 32
26 45 46
26 46 25
26 47 42
26 48 85
26 49 62
27 28 99
27 29 60
27 30 96
27 31 80
27 32 22
27 33 44
27 34 71
27 35 25
27 36 80
27 37 2
27 38 81
27 39 39
27 40 44
27 41 44
27 42 62
27 43 34
27 44 72
27 45 71
27 46 1
27 47 65
27 48 52
27 49 97
28 29 5
28 30 4
28 31 62
28 32 30
28 33 43
28 34 88
28 35 5
28 36 9
28 37 29
28 38 84
28 39 31
28 40 5
28 41 101
28 42 46
28 43 69
28 44 26
28 45 38
28 46 22
28 47 67
28 48 96
28 49 88
29 30 44
29 31 88
29 32 62
29 33 32
29 34 44
29 35 92
29 36 73
29 37 51
29 38 86
29 39 92
29 40 5
29 41 24
29 42 35
29 43 21
29 44 6
29 45 72
29 46 86
29 47 19
29 48 75
29 49 73
30 31 13
30 32 53
30 33 34
30 34 49
30 35 18
30 36 100
30 37 86
30 38 76
30 39 33
30 40 39
30 41 15
30 42 94
30 43 92
30 44 69
30 45 68
30 46 21
30 47 98
30 48 20
30 49 8
31 32 4
31 33 28
31 34 87
31 35 90
31 36 39
31 37 87
31 38 54
31 39 26
31 40 95
31 41 60
31 42 26
31 43 81
31 44 101
31 45 44
31 46 96
31 47 57
31 48 36
31 49 34
32 33 4
32 34 10
32 35 66
32 36 9
32 37 52
32 38 2
32 39 12
32 40 93
32 41 64
32 42 37
32 43 7
32 44 22
32 45 44
32 46 22
32 47 27
32 48 50
32 49 62
33 34 87
33 35 9
33 36 11
33 37 35
33 38 3
33 39 71
33 40 45
33 41 49
33 42 9
33 43 53
33 44 78
33 45 9
33 46 51
33 47 51
33 48 63
33 49 80
34 35 71
34 36 20
34 37 34
34 38 6
34 39 7
34 40 52
34 41 16
34 42 83
34 43 15
34 44 70
34 45 72
34 46 29
34 47 10
34 48 100
34 49 42
35 36 55
35 37 10
35 38 96
35 39 6
35 40 65
35 41 87
35 42 4
35 43 85
35 44 68
35 45 100
35 46 101
35 47 57
35 48 68
35 49 64
36 37 37
36 38 35
36 39 57
36 40 61
36 41 20
36 42 20
36 43 24
36 44 101
36 45 100
36 46 101
36 47 56
36 48 70
36 49 67
37 38 75
37 39 27
37 40 62
37 41 76
37 42 11
37 43 83
37 44 69
37 45 41
37 46 88
37 47 35
37 48 21
37 49 65
38 39 47
38 40 30
38 41 39
38 42 63
38 43 20
38 44 41
38 45 83
38 46 88
38 47 5
38 48 84
38 49 100
39 40 5
39 41 1
39 42 100
39 43 26
39 44 22
39 45 26
39 46 70
39 47 91
39 48 62
39 49 79
40 41 59
40 42 17
40 43 44
40 44 24
40 45 28
40 46 93
40 47 45
40 48 8
40 49 26
41 42 95
41 43 12
41 44 7
41 45 46
41 46 95
41 47 74
41 48 92
41 49 88
42 43 57
42 44 59
42 45 29
42 46 62
42 47 62
42 48 58
42 49 84
43 44 13
43 45 21
43 46 74
43 47 22
43 48 36
43 49 87
44 45 101
44 46 92
44 47 30
44 48 28
44 49 91
45 46 55
45 47 59
45 48 20
45 49 63
46 47 4
46 48 42
46 49 85
47 48 68
47 49 27
48 49 66
