100 4950
3 4 12
3 5 81
3 6 43
3 7 96
3 8 12
3 9 68
3 10 73
3 11 57
3 12 15
3 13 75
3 14 32
3 15 47
3 16 98
3 17 10
3 18 38
3 19 96
3 20 18
3 21 47
3 22 39
3 23 70
3 24 1
3 25 39
3 26 41
3 27 3
3 28 19
3 29 90
3 30 96
3 31 60
3 32 84
3 33 49
3 34 98
3 35 101
3 36 13
3 37 45
3 38 11
3 39 100
3 40 67
3 41 20
3 42 5
3 43 90
3 44 87
3 45 100
3 46 38
3 47 88
3 48 45
3 49 45
3 50 89
3 51 63
3 52 23
3 53 87
3 54 32
3 55 61
3 56 71
3 57 37
3 58 76
3 59 74
3 60 17
3 61 15
3 62 48
3 63 28
3 64 68
3 65 82
3 66 99
3 67 85
3 68 40
3 69 30
3 70 98
3 71 38
3 72 14
3 73 97
3 74 29
3 75 98
3 76 6
3 77 8
3 78 31
3 79 21
3 80 62
3 81 63
3 82 34
3 83 41
3 84 18
3 85 46
3 86 93
3 87 88
3 88 3
3 89 8
3 90 86
3 91 63
3 92 18
3 93 94
3 94 90
3 95 71
3 96 28
3 97 88
3 98 60
3 99 100
4 5 59
4 6 5
4 7 20
4 8 52
4 9 8
4 10 68
4 11 12
4 12 97
4 13 87
4 14 95
4 15 68
4 16 68
4 17 45
4 18 38
4 19 5
4 20 60
4 21 100
4 22 30
4 23 10
4 24 81
4 25 38
4 26 6
4 27 70
4 28 58
4 29 70
4 30 19
4 31 44
4 32 3
4 33 13
4 34 17
4 35 30
4 36 91
4 37 71
4 38 86
4 39 64
4 40 65
4 41 10
4 42 34
4 43 62
4 44 74
4 45 27
4 46 31
4 47 82
4 48 54
4 49 48
4 50 89
4 51 53
4 52 66
4 53 52
4 54 77
4 55 21
4 56 82
4 57 17
4 58 90
4 59 31
4 60 32
4 61 12
4 62 43
4 63 12
4 64 70
4 65 61
4 66 97
4 67 65
4 68 56
4 69 61
4 70 30
4 71 19
4 72 9
4 73 72
4 74 78
4 75 82
4 76 38
4 77 99
4 78 23
4 79 33
4 80 26
4 81 46
4 82 51
4 83 53
4 84 41
4 85 35
4 86 82
4 87 62
4 88 19
4 89 52
4 90 68
4 91 16
4 92 63
4 93 22
4 94 30
4 95 10
4 96 58
4 97 5
4 98 52
4 99 41
5 6 2
5 7 3
5 8 37
5 9 64
5 10 83
5 11 39
5 12 36
5 13 100
5 14 70
5 15 58
5 16 33
5 17 62
5 18 10
5 19 12
5 20 73
5 21 87
5 22 32
5 23 51
5 24 39
5 25 63
5 26 41
5 27 40
5 28 6
5 29 28
5 30 5
5 31 33
5 32 65
5 33 54
5 34 97
5 35 9
5 36 57
5 37 56
5 38 42
5 39 95
5 40 55
5 41 26
5 42 82
5 43 62
5 44 79
5 45 3
5 46 55
5 47 85
5 48 15
5 49 22
5 50 91
5 51 100
5 52 35
5 53 99
5 54 92
5 55 53
5 56 40
5 57 48
5 58 15
5 59 21
5 60 84
5 61 66
5 62 42
5 63 16
5 64 44
5 65 63
5 66 26
5 67 6
5 68 28
5 69 43
5 70 64
5 71 42
5 72 96
5 73 5
5 74 83
5 75 55
5 76 6
5 77 98
5 78 80
5 79 85
5 80 9
5 81 8
5 82 90
5 83 10
5 84 10
5 85 81
5 86 85
5 87 99
5 88 50
5 89 32
5 90 48
5 91 67
5 92 24
5 93 88
5 94 55
5 95 52
5 96 99
5 97 12
5 98 60
5 99 33
6 7 101
6 8 71
6 9 6
6 10 38
6 11 97
6 12 63
6 13 24
6 14 32
6 15 17
6 16 23
6 17 36
6 18 18
6 19 83
6 20 24
6 21 57
6 22 76
6 23 23
6 24 86
6 25 30
6 26 36
6 27 82
6 28 62
6 29 60
6 30 25
6 31 25
6 32 47
6 33 6
6 34 62
6 35 6
6 36 56
6 37 20
6 38 68
6 39 54
6 40 41
6 41 19
6 42 16
6 43 24
6 44 8
6 45 63
6 46 90
6 47 15
6 48 39
6 49 66
6 50 20
6 51 7
6 52 38
6 53 72
6 54 59
6 55 72
6 56 75
6 57 85
6 58 31
6 59 46
6 60 24
6 61 69
6 62 37
6 63 47
6 64 67
6 65 95
6 66 61
6 67 49
6 68 95
6 69 41
6 70 23
6 71 61
6 72 59
6 73 72
6 74 14
6 75 47
6 76 69
6 77 2
6 78 3
6 79 62
6 80 75
6 81 93
6 82 24
6 83 17
6 84 70
6 85 63
6 86 100
6 87 7
6 88 16
6 89 29
6 90 61
6 91 69
6 92 2
6 93 25
6 94 36
6 95 83
6 96 60
6 97 74
6 98 25
6 99 10
7 8 79
7 9 62
7 10 53
7 11 4
7 12 5
7 13 37
7 14 25
7 15 2
7 16 66
7 17 83
7 18 51
7 19 6
7 20 33
7 21 101
7 22 29
7 23 13
7 24 94
7 25 48
7 26 53
7 27 41
7 28 82
7 29 88
7 30 65
7 31 14
7 32 13
7 33 84
7 34 46
7 35 28
7 36 33
7 37 57
7 38 84
7 39 83
7 40 98
7 41 82
7 42 65
7 43 65
7 44 60
7 45 13
7 46 84
7 47 7
7 48 45
7 49 83
7 50 34
7 51 44
7 52 101
7 53 65
7 54 75
7 55 23
7 56 7
7 57 80
7 58 18
7 59 30
7 60 73
7 61 96
7 62 59
7 63 49
7 64 21
7 65 7
7 66 98
7 67 82
7 68 30
7 69 31
7 70 35
7 71 58
7 72 14
7 73 16
7 74 16
7 75 98
7 76 73
7 77 55
7 78 15
7 79 62
7 80 57
7 81 68
7 82 91
7 83 19
7 84 6
7 85 4
7 86 95
7 87 25
7 88 41
7 89 37
7 90 13
7 91 32
7 92 96
7 93 88
7 94 65
7 95 99
7 96 62
7 97 64
7 98 57
7 99 3
8 9 48
8 10 45
8 11 82
8 12 5
8 13 81
8 14 7
8 15 101
8 16 90
8 17 48
8 18 92
8 19 46
8 20 34
8 21 17
8 22 69
8 23 10
8 24 21
8 25 29
8 26 9
8 27 14
8 28 97
8 29 62
8 30 29
8 31 77
8 32 87
8 33 80
8 34 39
8 35 28
8 36 62
8 37 48
8 38 15
8 39 13
8 40 25
8 41 10
8 42 67
8 43 27
8 44 71
8 45 9
8 46 63
8 47 46
8 48 37
8 49 52
8 50 54
8 51 40
8 52 78
8 53 3
8 54 53
8 55 17
8 56 22
8 57 38
8 58 51
8 59 31
8 60 67
8 61 70
8 62 9
8 63 66
8 64 98
8 65 25
8 66 99
8 67 80
8 68 96
8 69 12
8 70 37
8 71 48
8 72 69
8 73 84
8 74 42
8 75 51
8 76 47
8 77 94
8 78 26
8 79 11
8 80 53
8 81 99
8 82 54
8 83 83
8 84 52
8 85 74
8 86 94
8 87 73
8 88 5
8 89 50
8 90 58
8 91 94
8 92 97
8 93 56
8 94 66
8 95 82
8 96 69
8 97 86
8 98 96
8 99 8
9 10 92
9 11 49
9 12 6
9 13 91
9 14 10
9 15 37
9 16 63
9 17 97
9 18 31
9 19 15
9 20 30
9 21 90
9 22 65
9 23 89
9 24 80
9 25 31
9 26 65
9 27 33
9 28 95
9 29 41
9 30 27
9 31 42
9 32 58
9 33 88
9 34 23
9 35 32
9 36 19
9 37 40
9 38 70
9 39 30
9 40 90
9 41 50
9 42 94
9 43 16
9 44 81
9 45 12
9 46 43
9 47 16
9 48 91
9 49 62
9 50 100
9 51 76
9 52 39
9 53 16
9 54 80
9 55 66
9 56 88
9 57 26
9 58 88
9 59 52
9 60 53
9 61 67
9 62 35
9 63 95
9 64 25
9 65 10
9 66 78
9 67 100
9 68 20
9 69 43
9 70 73
9 71 15
9 72 57
9 73 76
9 74 17
9 75 81
9 76 26
9 77 98
9 78 34
9 79 19
9 80 99
9 81 81
9 82 77
9 83 92
9 84 101
9 85 7
9 86 65
9 87 100
9 88 40
9 89 70
9 90 72
9 91 7
9 92 19
9 93 17
9 94 85
9 95 82
9 96 58
9 97 95
9 98 59
9 99 53
10 11 53
10 12 78
10 13 23
10 14 34
10 15 48
10 16 62
10 17 11
10 18 37
10 19 51
10 20 8
10 21 13
10 22 43
10 23 52
10 24 46
10 25 38
10 26 25
10 27 67
10 28 81
10 29 40
10 30 99
10 31 35
10 32 30
10 33 35
10 34 61
10 35 58
10 36 85
10 37 76
10 38 1
10 39 63
10 40 68
10 41 75
10 42 87
10 43 78
10 44 95
10 45 9
10 46 7
10 47 50
10 48 26
10 49 66
10 50 80
10 51 53
10 52 79
10 53 87
10 54 13
10 55 81
10 56 50
10 57 12
10 58 21
10 59 46
10 60 9
10 61 64
10 62 10
10 63 101
10 64 7
10 65 89
10 66 64
10 67 17
10 68 66
10 69 18
10 70 59
10 71 55
10 72 79
10 73 19
10 74 14
10 75 69
10 76 41
10 77 39
10 78 67
10 79 61
10 80 4
10 81 68
10 82 101
10 83 94
10 84 15
10 85 95
10 86 53
10 87 39
10 88 82
10 89 91
10 90 74
10 91 24
10 92 74
10 93 37
10 94 25
10 95 26
10 96 83
10 97 88
10 98 54
10 99 46
11 12 75
11 13 87
11 14 50
11 15 50
11 16 36
11 17 27
11 18 3
11 19 59
11 20 80
11 21 68
11 22 83
11 23 36
11 24 52
11 25 19
11 26 94
11 27 16
11 28 34
11 29 73
11 30 16
11 31 33
11 32 8
11 33 51
11 34 64
11 35 29
11 36 51
11 37 10
11 38 48
11 39 97
11 40 6
11 41 25
11 42 63
11 43 95
11 44 86
11 45 20
11 46 82
11 47 22
11 48 16
11 49 78
11 50 28
11 51 101
11 52 60
11 53 42
11 54 32
11 55 85
11 56 46
11 57 81
11 58 42
11 59 8
11 60 96
11 61 67
11 62 30
11 63 59
11 64 88
11 65 12
11 66 77
11 67 69
11 68 14
11 69 46
11 70 45
11 71 23
11 72 74
11 73 57
11 74 3
11 75 95
11 76 42
11 77 16
11 78 89
11 79 54
11 80 66
11 81 54
11 82 25
11 83 59
11 84 17
11 85 92
11 86 73
11 87 54
11 88 60
11 89 6
11 90 12
11 91 13
11 92 22
11 93 46
11 94 90
11 95 23
11 96 2
11 97 70
11 98 36
11 99 76
12 13 16
12 14 34
12 15 32
12 16 57
12 17 45
12 18 90
12 19 25
12 20 25
12 21 84
12 22 54
12 23 1
12 24 30
12 25 52
12 26 47
12 27 30
12 28 89
12 29 84
12 30 61
12 31 47
12 32 5
12 33 8
12 34 14
12 35 25
12 36 21
12 37 7
12 38 86
12 39 33
12 40 83
12 41 78
12 42 13
12 43 84
12 44 90
12 45 14
12 46 58
12 47 25
12 48 95
12 49 97
12 50 38
12 51 45
12 52 47
12 53 91
12 54 85
12 55 62
12 56 28
12 57 18
12 58 52
12 59 91
12 60 4
12 61 69
12 62 95
12 63 86
12 64 30
12 65 35
12 66 87
12 67 68
12 68 80
12 69 93
12 70 58
12 71 45
12 72 63
12 73 64
12 74 82
12 75 67
12 76 70
12 77 21
12 78 89
12 79 27
12 80 19
12 81 37
12 82 58
12 83 16
12 84 13
12 85 63
12 86 97
12 87 49
12 88 57
12 89 67
12 90 49
12 91 40
12 92 40
12 93 22
12 94 53
12 95 65
12 96 77
12 97 87
12 98 36
12 99 33
13 14 2
13 15 8
13 16 52
13 17 20
13 18 17
13 19 49
13 20 31
13 21 56
13 22 58
13 23 52
13 24 38
13 25 71
13 26 7
13 27 99
13 28 93
13 29 73
13 30 59
13 31 17
13 32 7
13 33 98
13 34 28
13 35 35
13 36 65
13 37 82
13 38 77
13 39 51
13 40 99
13 41 16
13 42 63
13 43 12
13 44 28
13 45 63
13 46 20
13 47 28
13 48 52
13 49 83
13 50 28
13 51 37
13 52 61
13 53 61
13 54 23
13 55 70
13 56 58
13 57 42
13 58 60
13 59 55
13 60 35
13 61 32
13 62 1
13 63 93
13 64 62
13 65 69
13 66 16
13 67 73
13 68 33
13 69 5
13 70 76
13 71 77
13 72 61
13 73 81
13 74 51
13 75 24
13 76 53
13 77 100
13 78 6
13 79 90
13 80 86
13 81 94
13 82 29
13 83 35
13 84 54
13 85 26
13 86 10
13 87 71
13 88 26
13 89 21
13 90 39
13 91 57
13 92 81
13 93 63
13 94 49
13 95 46
13 96 43
13 97 65
13 98 78
13 99 19
14 15 6
14 16 28
14 17 75
14 18 20
14 19 70
14 20 82
14 21 13
14 22 30
14 23 63
14 24 53
14 25 96
14 26 70
14 27 93
14 28 82
14 29 51
14 30 6
14 31 69
14 32 80
14 33 22
14 34 83
14 35 69
14 36 99
14 37 15
14 38 22
14 39 79
14 40 11
14 41 90
14 42 12
14 43 69
14 44 47
14 45 16
14 46 89
14 47 11
14 48 90
14 49 10
14 50 51
14 51 99
14 52 86
14 53 14
14 54 18
14 55 91
14 56 91
14 57 72
14 58 21
14 59 18
14 60 87
14 61 33
14 62 69
14 63 32
14 64 18
14 65 68
14 66 30
14 67 38
14 68 85
14 69 79
14 70 91
14 71 8
14 72 6
14 73 30
14 74 36
14 75 52
14 76 12
14 77 73
14 78 30
14 79 48
14 80 76
14 81 33
14 82 11
14 83 95
14 84 13
14 85 59
14 86 63
14 87 78
14 88 7
14 89 96
14 90 19
14 91 86
14 92 17
14 93 12
14 94 6
14 95 5
14 96 52
14 97 70
14 98 75
14 99 12
15 16 58
15 17 24
15 18 81
15 19 47
15 20 61
15 21 60
15 22 43
15 23 66
15 24 3
15 25 25
15 26 3
15 27 39
15 28 91
15 29 99
15 30 3
15 31 62
15 32 1
15 33 67
15 34 13
15 35 23
15 36 70
15 37 50
15 38 34
15 39 63
15 40 32
15 41 64
15 42 54
15 43 69
15 44 28
15 45 22
15 46 80
15 47 20
15 48 8
15 49 1
15 50 58
15 51 90
15 52 31
15 53 5
15 54 85
15 55 69
15 56 87
15 57 27
15 58 90
15 59 101
15 60 76
15 61 65
15 62 98
15 63 83
15 64 62
15 65 32
15 66 98
15 67 9
15 68 90
15 69 95
15 70 6
15 71 45
15 72 3
15 73 18
15 74 14
15 75 73
15 76 92
15 77 36
15 78 12
15 79 73
15 80 73
15 81 48
15 82 17
15 83 14
15 84 85
15 85 50
15 86 5
15 87 69
15 88 37
15 89 5
15 90 51
15 91 28
15 92 12
15 93 1
15 94 60
15 95 16
15 96 60
15 97 99
15 98 37
15 99 72
16 17 35
16 18 8
16 19 37
16 20 93
16 21 8
16 22 23
16 23 38
16 24 24
16 25 78
16 26 51
16 27 48
16 28 35
16 29 62
16 30 21
16 31 34
16 32 73
16 33 29
16 34 22
16 35 50
16 36 63
16 37 15
16 38 21
16 39 28
16 40 78
16 41 56
16 42 21
16 43 53
16 44 72
16 45 73
16 46 12
16 47 59
16 48 35
16 49 41
16 50 71
16 51 30
16 52 55
16 53 2
16 54 71
16 55 40
16 56 62
16 57 64
16 58 79
16 59 29
16 60 3
16 61 86
16 62 94
16 63 42
16 64 98
16 65 2
16 66 86
16 67 93
16 68 37
16 69 16
16 70 70
16 71 79
16 72 11
16 73 84
16 74 75
16 75 21
16 76 72
16 77 49
16 78 51
16 79 83
16 80 42
16 81 80
16 82 83
16 83 69
16 84 50
16 85 67
16 86 48
16 87 11
16 88 12
16 89 82
16 90 71
16 91 55
16 92 25
16 93 45
16 94 33
16 95 13
16 96 78
16 97 29
16 98 90
16 99 60
17 18 78
17 19 31
17 20 91
17 21 34
17 22 36
17 23 45
17 24 25
17 25 71
17 26 24
17 27 54
17 28 94
17 29 50
17 30 13
17 31 66
17 32 32
17 33 18
17 34 18
17 35 8
17 36 47
17 37 14
17 38 12
17 39 89
17 40 57
17 41 57
17 42 4
17 43 30
17 44 7
17 45 77
17 46 29
17 47 93
17 48 33
17 49 8
17 50 4
17 51 24
17 52 27
17 53 89
17 54 62
17 55 18
17 56 99
17 57 61
17 58 24
17 59 25
17 60 80
17 61 92
17 62 18
17 63 67
17 64 40
17 65 38
17 66 15
17 67 101
17 68 9
17 69 29
17 70 90
17 71 30
17 72 78
17 73 24
17 74 89
17 75 51
17 76 97
17 77 57
17 78 24
17 79 94
17 80 77
17 81 77
17 82 83
17 83 70
17 84 39
17 85 100
17 86 40
17 87 25
17 88 76
17 89 18
17 90 31
17 91 72
17 92 52
17 93 97
17 94 75
17 95 78
17 96 92
17 97 91
17 98 17
17 99 38
18 19 93
18 20 50
18 21 90
18 22 59
18 23 51
18 24 42
18 25 20
18 26 2
18 27 80
18 28 48
18 29 10
18 30 84
18 31 26
18 32 2
18 33 77
18 34 30
18 35 93
18 36 14
18 37 24
18 38 61
18 39 56
18 40 56
18 41 56
18 42 47
18 43 89
18 44 63
18 45 78
18 46 49
18 47 88
18 48 96
18 49 57
18 50 37
18 51 23
18 52 10
18 53 99
18 54 51
18 55 91
18 56 85
18 57 92
18 58 73
18 59 74
18 60 61
18 61 31
18 62 95
18 63 2
18 64 44
18 65 49
18 66 46
18 67 52
18 68 54
18 69 22
18 70 100
18 71 54
18 72 25
18 73 9
18 74 69
18 75 91
18 76 45
18 77 24
18 78 81
18 79 78
18 80 19
18 81 25
18 82 59
18 83 43
18 84 29
18 85 13
18 86 86
18 87 11
18 88 2
18 89 63
18 90 85
18 91 80
18 92 84
18 93 30
18 94 13
18 95 37
18 96 52
18 97 32
18 98 77
18 99 40
19 20 98
19 21 73
19 22 73
19 23 81
19 24 29
19 25 54
19 26 5
19 27 1
19 28 62
19 29 67
19 30 85
19 31 20
19 32 75
19 33 46
19 34 77
19 35 60
19 36 1
19 37 77
19 38 57
19 39 55
19 40 17
19 41 72
19 42 75
19 43 58
19 44 64
19 45 98
19 46 38
19 47 96
19 48 93
19 49 90
19 50 30
19 51 33
19 52 95
19 53 46
19 54 8
19 55 70
19 56 23
19 57 45
19 58 14
19 59 29
19 60 8
19 61 51
19 62 11
19 63 37
19 64 34
19 65 11
19 66 14
19 67 52
19 68 84
19 69 72
19 70 23
19 71 81
19 72 47
19 73 3
19 74 56
19 75 72
19 76 26
19 77 38
19 78 41
19 79 64
19 80 48
19 81 70
19 82 80
19 83 100
19 84 97
19 85 12
19 86 13
19 87 35
19 88 2
19 89 90
19 90 33
19 91 40
19 92 43
19 93 94
19 94 17
19 95 77
19 96 54
19 97 84
19 98 87
19 99 28
20 21 98
20 22 88
20 23 29
20 24 83
20 25 4
20 26 30
20 27 98
20 28 101
20 29 78
20 30 20
20 31 21
20 32 36
20 33 80
20 34 11
20 35 15
20 36 22
20 37 49
20 38 81
20 39 36
20 40 76
20 41 26
20 42 72
20 43 6
20 44 67
20 45 21
20 46 100
20 47 63
20 48 80
20 49 5
20 50 101
20 51 79
20 52 24
20 53 70
20 54 77
20 55 24
20 56 65
20 57 43
20 58 100
20 59 16
20 60 35
20 61 32
20 62 54
20 63 11
20 64 98
20 65 78
20 66 81
20 67 46
20 68 10
20 69 101
20 70 28
20 71 18
20 72 14
20 73 32
20 74 2
20 75 77
20 76 61
20 77 33
20 78 9
20 79 50
20 80 84
20 81 5
20 82 91
20 83 100
20 84 15
20 85 19
20 86 42
20 87 73
20 88 45
20 89 49
20 90 32
20 91 22
20 92 95
20 93 10
20 94 53
20 95 54
20 96 76
20 97 33
20 98 100
20 99 29
21 22 49
21 23 88
21 24 2
21 25 55
21 26 67
21 27 81
21 28 67
21 29 30
21 30 60
21 31 11
21 32 50
21 33 73
21 34 55
21 35 91
21 36 8
21 37 42
21 38 31
21 39 50
21 40 72
21 41 99
21 42 91
21 43 24
21 44 56
21 45 62
21 46 11
21 47 67
21 48 71
21 49 44
21 50 74
21 51 86
21 52 39
21 53 2
21 54 18
21 55 29
21 56 73
21 57 68
21 58 23
21 59 78
21 60 90
21 61 43
21 62 75
21 63 40
21 64 76
21 65 34
21 66 34
21 67 90
21 68 96
21 69 80
21 70 2
21 71 18
21 72 99
21 73 4
21 74 30
21 75 26
21 76 25
21 77 14
21 78 32
21 79 98
21 80 1
21 81 43
21 82 15
21 83 101
21 84 23
21 85 79
21 86 34
21 87 72
21 88 74
21 89 45
21 90 17
21 91 62
21 92 72
21 93 46
21 94 96
21 95 61
21 96 101
21 97 91
21 98 30
21 99 76
22 23 80
22 24 32
22 25 91
22 26 59
22 27 2
22 28 49
22 29 88
22 30 2
22 31 59
22 32 45
22 33 25
22 34 49
22 35 42
22 36 60
22 37 94
22 38 12
22 39 9
22 40 73
22 41 64
22 42 87
22 43 23
22 44 78
22 45 23
22 46 61
22 47 61
22 48 87
22 49 40
22 50 28
22 51 46
22 52 17
22 53 22
22 54 9
22 55 97
22 56 98
22 57 73
22 58 74
22 59 67
22 60 56
22 61 62
22 62 2
22 63 27
22 64 52
22 65 55
22 66 16
22 67 85
22 68 54
22 69 94
22 70 79
22 71 8
22 72 21
22 73 47
22 74 58
22 75 34
22 76 37
22 77 80
22 78 36
22 79 27
22 80 40
22 81 45
22 82 58
22 83 55
22 84 83
22 85 70
22 86 78
22 87 8
22 88 25
22 89 16
22 90 12
22 91 68
22 92 100
22 93 6
22 94 46
22 95 37
22 96 43
22 97 59
22 98 93
22 99 95
23 24 86
23 25 13
23 26 57
23 27 95
23 28 92
23 29 32
23 30 56
23 31 84
23 32 17
23 33 15
23 34 51
23 35 11
23 36 43
23 37 82
23 38 8
23 39 7
23 40 18
23 41 5
23 42 92
23 43 84
23 44 77
23 45 16
23 46 73
23 47 30
23 48 6
23 49 35
23 50 54
23 51 83
23 52 58
23 53 79
23 54 21
23 55 71
23 56 95
23 57 86
23 58 55
23 59 70
23 60 24
23 61 24
23 62 44
23 63 100
23 64 65
23 65 80
23 66 57
23 67 70
23 68 53
23 69 30
23 70 44
23 71 53
23 72 72
23 73 74
23 74 86
23 75 21
23 76 51
23 77 79
23 78 71
23 79 22
23 80 40
23 81 15
23 82 17
23 83 94
23 84 72
23 85 25
23 86 3
23 87 55
23 88 84
23 89 95
23 90 13
23 91 37
23 92 32
23 93 19
23 94 2
23 95 11
23 96 19
23 97 20
23 98 51
23 99 47
24 25 33
24 26 90
24 27 26
24 28 87
24 29 53
24 30 62
24 31 16
24 32 18
24 33 53
24 34 78
24 35 11
24 36 18
24 37 46
24 38 90
24 39 88
24 40 64
24 41 90
24 42 5
24 43 81
24 44 39
24 45 26
24 46 53
24 47 42
24 48 91
24 49 90
24 50 82
24 51 97
24 52 58
24 53 46
24 54 33
24 55 98
24 56 52
24 57 49
24 58 82
24 59 53
24 60 38
24 61 96
24 62 2
24 63 30
24 64 34
24 65 15
24 66 69
24 67 67
24 68 101
24 69 43
24 70 36
24 71 91
24 72 72
24 73 57
24 74 84
24 75 78
24 76 1
24 77 77
24 78 12
24 79 72
24 80 2
24 81 93
24 82 21
24 83 9
24 84 96
24 85 27
24 86 88
24 87 96
24 88 78
24 89 67
24 90 90
24 91 48
24 92 16
24 93 83
24 94 49
24 95 12
24 96 73
24 97 65
24 98 7
24 99 67
25 26 63
25 27 23
25 28 68
25 29 1
25 30 64
25 31 49
25 32 98
25 33 8
25 34 79
25 35 92
25 36 64
25 37 57
25 38 64
25 39 84
25 40 101
25 41 2
25 42 20
25 43 97
25 44 41
25 45 31
25 46 43
25 47 19
25 48 35
25 49 47
25 50 60
25 51 61
25 52 97
25 53 94
25 54 52
25 55 60
25 56 59
25 57 71
25 58 93
25 59 94
25 60 21
25 61 46
25 62 101
25 63 24
25 64 28
25 65 65
25 66 2
25 67 96
25 68 60
25 69 44
25 70 14
25 71 60
25 72 26
25 73 15
25 74 20
25 75 100
25 76 44
25 77 93
25 78 1
25 79 49
25 80 52
25 81 19
25 82 61
25 83 52
25 84 69
25 85 34
25 86 2
25 87 89
25 88 84
25 89 91
25 90 66
25 91 8
25 92 2
25 93 67
25 94 65
25 95 88
25 96 2
25 97 17
25 98 71
25 99 83
26 27 54
26 28 71
26 29 75
26 30 31
26 31 61
26 32 14
26 33 90
26 34 24
26 35 9
26 36 6
26 37 12
26 38 52
26 39 18
26 40 83
26 41 77
26 42 6
26 43 95
26 44 70
26 45 26
26 46 75
26 47 9
26 48 53
26 49 79
26 50 50
26 51 34
26 52 55
26 53 56
26 54 75
26 55 55
26 56 6
26 57 92
26 58 39
26 59 32
26 60 17
26 61 28
26 62 70
26 63 54
26 64 45
26 65 81
26 66 47
26 67 83
26 68 10
26 69 52
26 70 79
26 71 95
26 72 62
26 73 17
26 74 81
26 75 79
26 76 27
26 77 44
26 78 96
26 79 4
26 80 45
26 81 33
26 82 87
26 83 99
26 84 8
26 85 86
26 86 95
26 87 90
26 88 9
26 89 64
26 90 28
26 91 99
26 92 74
26 93 100
26 94 101
26 95 70
26 96 21
26 97 42
26 98 19
26 99 94
27 28 82
27 29 51
27 30 73
27 31 53
27 32 44
27 33 99
27 34 12
27 35 1
27 36 65
